DATE,LABOUR,QUANTITY,RATE,TIME,TOTAL,MONTH,YEAR
2025-02-10,General Labour,2,26.44,8.75,462.7,February,2025
2025-02-10,General Labour,4,28.68,8.75,1003.8,February,2025
2025-02-11,General Labour,4,28.68,8.75,1003.8,February,2025
2025-02-11,General Labour,2,26.44,8.75,462.7,February,2025
2025-02-12,General Labour,4,28.68,8.75,1003.8,February,2025
