PROJECT_NAME,STATUS,CONTRACT_VALUE,TOTAL_COSTS,REMAINING_BUDGET,BUDGET_USED_PCT,REPORT_DATE
Liberty Towers Fibre Relocation,In Progress,240100.82,89033.86,151066.96,37.1,2026-01-21
